inventory_id,product_id,stock_received,stock_sold,damaged_stock,month,warehouse_city,closing_stock
924737,501099,161,100,19,2025-08,Delhi,42
924738,503426,227,71,2,2025-12,Kolkata,154
924739,502876,117,414,20,2024-11,Bangalore,-317
924740,500195,318,348,24,2024-12,Pune,-54
924741,500424,588,253,12,2025-06,Hyderabad,323
924742,502904,444,382,3,2025-08,Pune,59
924743,500269,440,208,8,2024-04,Hyderabad,224
924744,500127,194,249,6,2025-04,Pune,-61
924745,500322,138,59,15,2025-04,Kolkata,64
924746,500940,342,419,14,2024-10,Mumbai,-91
924747,500372,598,314,8,2025-11,Delhi,276
924748,501536,522,346,10,2024-01,Hyderabad,166
924749,500070,166,289,24,2025-12,Mumbai,-147
924750,500957,269,203,7,2025-01,Mumbai,59
924751,501198,381,68,1,2025-06,Hyderabad,312
924752,500298,337,290,20,2025-08,Bangalore,27
924753,503424,302,98,15,2024-02,Hyderabad,189
924754,501500,467,324,1,2024-11,Delhi,142
924755,500664,213,146,19,2024-12,Chennai,48
924756,501475,221,333,15,2024-06,Delhi,-127
924757,502668,354,349,16,2024-11,Bangalore,-11
924758,501466,139,311,11,2024-11,Hyderabad,-183
924759,501063,457,322,16,2024-06,Chennai,119
924760,500580,569,289,22,2025-04,Bangalore,258
924761,501254,574,128,24,2024-02,Mumbai,422
924762,503128,484,297,0,2024-08,Chennai,187
924763,500073,331,118,3,2024-01,Pune,210
924764,501429,190,235,3,2024-02,Kolkata,-48
924765,502364,208,364,5,2025-12,Chennai,-161
924766,500725,261,402,4,2024-08,Bangalore,-145
924767,500390,400,441,8,2025-06,Kolkata,-49
924768,500830,251,246,22,2024-05,Chennai,-17
924769,501364,208,186,8,2025-06,Delhi,14
924770,502181,180,199,14,2024-05,Hyderabad,-33
924771,501944,197,393,5,2024-04,Mumbai,-201
924772,502688,254,54,8,2025-04,Mumbai,192
924773,500311,163,205,1,2024-11,Bangalore,-43
924774,500761,211,430,22,2025-08,Mumbai,-241
924775,502464,252,308,7,2024-06,Hyderabad,-63
924776,503484,326,176,17,2025-07,Pune,133
924777,502666,100,358,7,2025-07,Chennai,-265
924778,500723,126,388,4,2025-04,Mumbai,-266
924779,502779,592,445,6,2025-05,Delhi,141
924780,502029,153,204,4,2025-09,Delhi,-55
924781,500924,143,225,0,2024-01,Bangalore,-82
924782,502461,143,168,14,2025-10,Pune,-39
924783,501906,443,188,15,2024-06,Mumbai,240
924784,502749,381,196,4,2025-05,Bangalore,181
924785,503359,569,147,21,2024-10,Chennai,401
924786,500138,549,67,10,2025-03,Pune,472
924787,501703,487,57,15,2025-03,Hyderabad,415
924788,502318,376,247,15,2024-11,Bangalore,114
924789,500195,136,374,17,2025-05,Chennai,-255
924790,503108,450,50,6,2025-03,Delhi,394
924791,502514,287,437,15,2025-09,Bangalore,-165
924792,501893,224,179,21,2024-10,Mumbai,24
924793,501923,229,52,21,2025-05,Pune,156
924794,500860,184,60,10,2025-10,Delhi,114
924795,503027,591,182,19,2024-09,Kolkata,390
924796,503145,297,354,12,2025-10,Bangalore,-69
924797,500776,495,375,12,2025-09,Chennai,108
924798,503152,280,69,24,2024-09,Hyderabad,187
924799,500118,369,306,5,2025-04,Chennai,58
924800,500967,476,433,1,2024-06,Mumbai,42
924801,503017,284,416,18,2024-06,Mumbai,-150
924802,503214,124,246,21,2024-09,Pune,-143
924803,502853,260,354,21,2025-01,Bangalore,-115
924804,503145,339,298,13,2025-04,Bangalore,28
924805,500368,529,317,1,2024-09,Kolkata,211
924806,500778,489,298,4,2024-06,Pune,187
924807,500610,364,120,1,2024-04,Pune,243
924808,502936,538,95,11,2025-07,Delhi,432
924809,502672,409,305,10,2024-02,Hyderabad,94
924810,500215,531,227,18,2025-05,Bangalore,286
924811,501786,433,413,21,2024-02,Delhi,-1
924812,502753,459,328,6,2025-09,Hyderabad,125
924813,502575,194,264,19,2024-06,Hyderabad,-89
924814,502629,272,288,7,2025-07,Mumbai,-23
924815,503382,540,340,3,2025-10,Pune,197
924816,502674,349,314,8,2024-12,Chennai,27
924817,503232,340,404,22,2024-11,Hyderabad,-86
924818,501752,121,108,21,2025-11,Delhi,-8
924819,501247,129,347,10,2025-01,Hyderabad,-228
924820,502099,251,94,3,2024-02,Kolkata,154
924821,503280,499,120,7,2024-06,Pune,372
924822,503457,410,329,4,2025-09,Mumbai,77
924823,503192,125,297,11,2024-08,Mumbai,-183
924824,501728,338,371,13,2025-06,Chennai,-46
924825,500905,473,359,2,2025-08,Hyderabad,112
924826,501824,162,114,10,2025-02,Kolkata,38
924827,503143,470,380,4,2024-11,Hyderabad,86
924828,503113,200,159,23,2024-07,Pune,18
924829,502291,281,363,9,2024-07,Pune,-91
924830,501938,108,408,13,2025-08,Delhi,-313
924831,501077,108,97,13,2024-04,Mumbai,-2
924832,503247,206,174,24,2025-04,Mumbai,8
924833,502397,320,208,13,2025-11,Bangalore,99
924834,500819,361,282,3,2025-03,Chennai,76
924835,501567,151,309,18,2024-11,Chennai,-176
924836,502913,270,196,13,2024-10,Bangalore,61
924837,501777,577,401,16,2024-06,Bangalore,160
924838,500221,408,417,15,2025-06,Delhi,-24
924839,501095,230,184,15,2025-10,Delhi,31
924840,502385,461,316,15,2024-05,Pune,130
924841,503227,352,283,2,2024-04,Bangalore,67
924842,500117,517,68,18,2024-03,Chennai,431
924843,500914,148,119,17,2025-02,Pune,12
924844,500236,398,126,17,2024-09,Bangalore,255
924845,501136,318,159,7,2024-01,Kolkata,152
924846,500369,231,121,13,2024-05,Delhi,97
924847,502521,376,96,4,2024-11,Delhi,276
924848,502522,172,322,6,2025-11,Chennai,-156
924849,501325,248,439,5,2024-09,Bangalore,-196
924850,500203,557,177,21,2024-09,Kolkata,359
924851,500338,481,112,11,2024-10,Delhi,358
924852,500006,440,439,1,2025-08,Pune,0
924853,503062,481,239,0,2025-07,Pune,242
924854,502624,169,308,9,2025-10,Mumbai,-148
924855,500895,353,379,5,2024-03,Kolkata,-31
924856,502223,368,392,2,2025-03,Delhi,-26
924857,500784,494,383,12,2025-09,Chennai,99
924858,500229,210,230,0,2024-12,Chennai,-20
924859,502121,557,442,24,2024-09,Delhi,91
924860,502165,547,245,7,2024-05,Delhi,295
924861,500827,387,121,20,2025-09,Hyderabad,246
924862,502414,200,91,18,2025-04,Delhi,91
924863,502706,479,253,17,2024-02,Pune,209
924864,501094,222,363,18,2024-04,Delhi,-159
924865,500894,112,178,12,2025-11,Chennai,-78
924866,501249,475,77,15,2024-11,Bangalore,383
924867,500109,308,369,15,2024-07,Delhi,-76
924868,502416,101,282,2,2025-02,Bangalore,-183
924869,500091,202,382,11,2024-09,Hyderabad,-191
924870,501822,308,393,6,2024-09,Chennai,-91
924871,502273,438,278,21,2025-10,Mumbai,139
924872,502914,105,344,22,2024-11,Pune,-261
924873,503409,499,300,17,2025-12,Hyderabad,182
924874,502354,219,105,19,2025-02,Kolkata,95
924875,502798,100,448,1,2025-11,Delhi,-349
924876,501226,306,56,6,2024-08,Delhi,244
924877,502943,552,203,16,2025-09,Pune,333
924878,500495,166,171,9,2025-02,Kolkata,-14
924879,501463,547,266,13,2025-01,Kolkata,268
924880,501213,372,247,3,2025-09,Hyderabad,122
924881,503025,402,191,11,2024-02,Delhi,200
924882,500754,462,388,9,2025-06,Pune,65
924883,500606,558,329,2,2025-09,Pune,227
924884,502468,184,174,19,2024-12,Chennai,-9
924885,500082,468,106,14,2024-10,Bangalore,348
924886,500004,299,357,0,2024-12,Bangalore,-58
924887,500842,274,142,9,2025-11,Hyderabad,123
924888,501220,209,217,5,2025-07,Kolkata,-13
924889,500606,561,86,15,2024-06,Pune,460
924890,502662,534,253,20,2025-07,Bangalore,261
924891,501168,144,283,6,2025-01,Mumbai,-145
924892,500237,355,188,4,2024-12,Hyderabad,163
924893,501231,311,284,23,2025-02,Pune,4
924894,501579,489,321,22,2024-11,Delhi,146
924895,500036,368,128,12,2025-12,Chennai,228
924896,500418,262,382,20,2024-06,Hyderabad,-140
924897,503426,374,109,8,2025-11,Bangalore,257
924898,501055,141,89,17,2025-02,Hyderabad,35
924899,501404,363,317,17,2024-01,Chennai,29
924900,503310,379,141,9,2024-06,Mumbai,229
924901,503083,515,317,5,2024-11,Chennai,193
924902,502491,335,357,23,2025-10,Hyderabad,-45
924903,501295,484,175,1,2024-03,Kolkata,308
924904,503165,565,303,4,2025-10,Kolkata,258
924905,503338,587,142,3,2025-05,Mumbai,442
924906,502112,202,101,19,2024-05,Kolkata,82
924907,503333,297,126,3,2024-09,Mumbai,168
924908,502407,274,202,4,2024-01,Bangalore,68
924909,500874,388,388,21,2024-10,Kolkata,-21
924910,500551,371,175,13,2024-02,Delhi,183
924911,501520,275,351,0,2025-11,Mumbai,-76
924912,502698,596,188,15,2025-06,Mumbai,393
924913,501890,529,436,0,2024-05,Pune,93
924914,502095,450,114,23,2025-06,Hyderabad,313
924915,501515,201,161,0,2025-05,Hyderabad,40
924916,501731,407,278,2,2025-07,Kolkata,127
924917,501400,425,425,20,2024-08,Delhi,-20
924918,503007,301,102,11,2025-01,Bangalore,188
924919,501299,553,128,18,2025-11,Pune,407
924920,501167,168,76,17,2025-08,Delhi,75
924921,503100,530,51,1,2024-04,Bangalore,478
924922,503171,558,124,19,2024-04,Hyderabad,415
924923,501845,102,238,3,2025-07,Bangalore,-139
924924,500917,464,444,21,2024-12,Mumbai,-1
924925,502171,579,428,21,2024-03,Chennai,130
924926,503240,485,437,10,2024-01,Chennai,38
924927,500917,587,189,24,2024-06,Hyderabad,374
924928,503245,457,356,24,2025-09,Delhi,77
924929,501680,376,430,15,2024-04,Mumbai,-69
924930,502201,116,337,12,2024-08,Kolkata,-233
924931,503039,598,392,11,2025-05,Bangalore,195
924932,501692,398,237,4,2025-04,Delhi,157
924933,501308,361,267,20,2024-12,Delhi,74
924934,500242,252,365,8,2025-01,Kolkata,-121
924935,503357,334,240,14,2024-07,Pune,80
924936,502409,106,109,11,2025-04,Pune,-14
924937,501639,202,148,11,2025-02,Hyderabad,43
924938,501719,142,85,5,2024-08,Delhi,52
924939,503072,544,172,15,2025-07,Hyderabad,357
924940,500974,569,51,12,2024-02,Mumbai,506
924941,500342,233,374,5,2025-10,Chennai,-146
924942,502011,277,301,4,2024-01,Delhi,-28
924943,500573,320,407,19,2024-04,Delhi,-106
924944,501658,121,359,1,2024-04,Mumbai,-239
924945,502996,297,122,10,2024-10,Pune,165
924946,501872,104,345,16,2024-01,Kolkata,-257
924947,500930,305,123,15,2024-02,Hyderabad,167
924948,500358,149,361,11,2025-06,Mumbai,-223
924949,503347,582,405,9,2025-07,Kolkata,168
924950,503207,461,403,21,2024-11,Delhi,37
924951,503248,351,223,0,2024-04,Delhi,128
924952,502166,481,267,7,2025-05,Chennai,207
924953,500431,104,408,19,2024-02,Bangalore,-323
924954,501752,295,429,16,2025-12,Hyderabad,-150
924955,500698,108,381,18,2024-01,Pune,-291
924956,502337,200,363,19,2024-04,Chennai,-182
924957,502415,292,257,17,2024-11,Kolkata,18
924958,501109,224,266,0,2025-04,Hyderabad,-42
924959,500728,137,61,21,2024-02,Mumbai,55
924960,500074,142,67,14,2025-09,Chennai,61
924961,502732,115,257,23,2025-01,Chennai,-165
924962,503292,587,58,18,2024-06,Delhi,511
924963,501312,571,274,0,2024-10,Kolkata,297
924964,503028,333,227,9,2025-06,Chennai,97
924965,501074,215,152,1,2025-07,Chennai,62
924966,502803,536,165,5,2024-05,Kolkata,366
924967,500999,356,383,12,2024-02,Delhi,-39
924968,503196,223,171,19,2025-03,Bangalore,33
924969,500058,368,274,7,2024-10,Pune,87
924970,500964,536,65,21,2024-04,Hyderabad,450
924971,500187,367,205,13,2024-07,Delhi,149
924972,500309,301,404,15,2025-10,Mumbai,-118
924973,502385,591,372,10,2024-04,Bangalore,209
924974,502951,403,436,12,2024-11,Pune,-45
924975,500289,367,236,0,2025-09,Hyderabad,131
924976,501619,356,149,13,2024-05,Bangalore,194
924977,503072,551,97,15,2024-01,Hyderabad,439
924978,500296,169,223,11,2025-06,Delhi,-65
924979,502630,560,342,5,2025-02,Hyderabad,213
924980,501763,381,168,12,2025-09,Delhi,201
924981,501866,210,192,2,2025-07,Bangalore,16
924982,501742,282,339,2,2025-07,Hyderabad,-59
924983,501080,489,100,10,2025-06,Mumbai,379
924984,501695,537,389,9,2024-05,Delhi,139
924985,502255,421,220,20,2024-06,Mumbai,181
924986,501726,242,367,11,2025-03,Pune,-136
924987,503263,172,408,7,2024-09,Mumbai,-243
924988,503369,293,156,24,2024-06,Pune,113
924989,503437,580,69,11,2024-01,Hyderabad,500
924990,502971,508,387,2,2024-04,Kolkata,119
924991,502604,403,287,10,2025-10,Delhi,106
924992,500134,529,131,16,2024-12,Pune,382
924993,500272,113,383,4,2025-05,Delhi,-274
924994,502601,177,239,16,2024-08,Hyderabad,-78
924995,502204,178,291,16,2025-11,Delhi,-129
924996,500009,326,364,19,2024-05,Chennai,-57
924997,501247,436,356,6,2025-06,Kolkata,74
924998,502178,330,170,14,2024-01,Pune,146
924999,500972,193,318,9,2025-08,Kolkata,-134
925000,502583,491,340,18,2025-06,Chennai,133
925001,500278,332,226,15,2025-04,Kolkata,91
925002,501182,406,386,12,2025-09,Hyderabad,8
925003,500314,538,370,11,2025-08,Delhi,157
925004,502660,415,294,13,2024-08,Bangalore,108
925005,502436,417,432,4,2024-12,Chennai,-19
925006,500043,415,222,8,2024-03,Bangalore,185
925007,503462,363,385,23,2024-04,Chennai,-45
925008,502072,455,104,19,2024-01,Bangalore,332
925009,501490,424,258,1,2025-08,Chennai,165
925010,501201,263,288,5,2024-06,Delhi,-30
925011,500262,594,74,1,2024-11,Bangalore,519
925012,502499,532,226,8,2025-01,Chennai,298
925013,503057,181,183,17,2024-07,Mumbai,-19
925014,503464,341,148,9,2025-07,Bangalore,184
925015,500544,565,289,6,2025-03,Pune,270
925016,500061,566,302,9,2024-11,Delhi,255
925017,501223,532,152,13,2025-02,Delhi,367
925018,501593,369,267,0,2024-05,Mumbai,102
925019,500571,193,383,19,2025-10,Mumbai,-209
925020,500830,200,284,23,2025-12,Hyderabad,-107
925021,501815,426,350,17,2024-11,Bangalore,59
925022,501134,585,273,16,2024-04,Pune,296
925023,502944,590,233,2,2025-04,Pune,355
925024,502809,368,329,20,2025-08,Pune,19
925025,500458,530,320,23,2025-09,Pune,187
925026,502942,439,311,18,2025-06,Mumbai,110
925027,503009,593,109,3,2024-10,Hyderabad,481
925028,502530,478,396,9,2025-01,Delhi,73
925029,502034,443,332,12,2025-10,Chennai,99
925030,503369,599,148,8,2025-04,Kolkata,443
925031,503270,126,104,14,2024-12,Chennai,8
925032,502156,217,162,2,2025-02,Hyderabad,53
925033,500593,236,435,22,2024-11,Chennai,-221
925034,501784,522,433,0,2025-05,Hyderabad,89
925035,502086,309,422,0,2025-09,Bangalore,-113
925036,500300,230,434,23,2025-02,Pune,-227
925037,503052,415,257,22,2025-12,Pune,136
925038,501290,226,215,18,2025-02,Chennai,-7
925039,503269,122,445,16,2025-08,Delhi,-339
925040,501659,333,93,12,2025-04,Hyderabad,228
925041,503010,591,159,0,2025-08,Kolkata,432
925042,500899,366,165,13,2024-02,Mumbai,188
925043,501712,134,403,17,2025-12,Hyderabad,-286
925044,502294,551,309,18,2025-12,Bangalore,224
925045,501615,380,372,11,2024-03,Delhi,-3
925046,501165,262,96,12,2024-06,Pune,154
925047,502893,251,412,14,2025-08,Kolkata,-175
925048,503330,393,197,22,2024-04,Hyderabad,174
925049,501262,352,142,16,2024-09,Mumbai,194
925050,501443,359,170,5,2025-07,Bangalore,184
925051,502372,256,366,23,2024-07,Pune,-133
925052,500870,360,92,17,2025-10,Bangalore,251
925053,502544,388,295,15,2025-10,Bangalore,78
925054,500004,253,101,2,2024-02,Chennai,150
925055,502151,482,206,5,2024-06,Pune,271
925056,501683,586,158,17,2024-03,Pune,411
925057,501077,557,145,19,2024-07,Pune,393
925058,500396,143,168,12,2025-05,Hyderabad,-37
925059,501099,394,263,23,2024-04,Chennai,108
925060,500889,427,312,24,2024-03,Delhi,91
925061,501797,291,64,11,2025-10,Hyderabad,216
925062,501354,265,106,22,2025-03,Delhi,137
925063,500187,357,393,3,2024-02,Delhi,-39
925064,502531,379,60,2,2024-12,Delhi,317
925065,501222,311,128,10,2025-03,Bangalore,173
925066,502254,306,398,14,2024-11,Chennai,-106
925067,503385,539,269,12,2024-02,Chennai,258
925068,501992,482,334,23,2025-08,Chennai,125
925069,502942,380,223,4,2024-09,Chennai,153
925070,500137,588,153,14,2024-12,Delhi,421
925071,502235,424,259,3,2025-02,Hyderabad,162
925072,500098,201,194,12,2025-12,Pune,-5
925073,500038,228,405,0,2025-12,Mumbai,-177
925074,500474,195,62,6,2025-02,Mumbai,127
925075,501630,326,295,2,2024-11,Hyderabad,29
925076,500366,138,256,13,2025-05,Kolkata,-131
925077,501881,103,179,2,2024-06,Chennai,-78
925078,502116,470,293,13,2024-05,Chennai,164
925079,500433,153,68,9,2025-01,Bangalore,76
925080,503151,541,297,7,2024-01,Hyderabad,237
925081,500434,290,433,5,2024-11,Kolkata,-148
925082,500395,428,178,9,2025-05,Chennai,241
925083,501082,481,81,0,2024-12,Pune,400
925084,502443,578,143,19,2025-05,Pune,416
925085,501085,398,287,12,2025-04,Bangalore,99
925086,501030,478,182,13,2024-06,Bangalore,283
925087,503047,553,101,13,2024-12,Kolkata,439
925088,501589,443,94,19,2024-11,Mumbai,330
925089,501809,453,382,18,2024-11,Kolkata,53
925090,503428,252,64,2,2024-02,Bangalore,186
925091,502912,580,341,2,2025-02,Hyderabad,237
925092,503458,221,322,5,2024-12,Mumbai,-106
925093,503296,182,439,23,2025-04,Kolkata,-280
925094,503240,262,416,5,2024-07,Chennai,-159
925095,501391,246,145,19,2024-09,Hyderabad,82
925096,501955,130,434,7,2025-11,Mumbai,-311
925097,500820,264,242,21,2024-09,Pune,1
925098,502988,292,364,12,2024-09,Hyderabad,-84
925099,501224,522,314,5,2025-10,Kolkata,203
925100,503471,596,301,18,2025-04,Chennai,277
925101,502664,180,393,14,2025-04,Pune,-227
925102,501946,510,388,7,2025-04,Chennai,115
925103,503381,423,144,24,2025-10,Bangalore,255
925104,500670,463,89,18,2025-02,Kolkata,356
925105,501439,225,120,19,2025-08,Hyderabad,86
925106,502432,325,346,5,2025-06,Mumbai,-26
925107,503000,579,74,22,2024-09,Delhi,483
925108,502451,270,239,18,2024-12,Pune,13
925109,500621,151,121,2,2024-12,Hyderabad,28
925110,500846,202,217,1,2025-08,Pune,-16
925111,502317,177,202,9,2024-11,Bangalore,-34
925112,503048,587,92,12,2025-07,Chennai,483
925113,500769,393,89,19,2025-12,Hyderabad,285
925114,501140,575,416,22,2025-07,Chennai,137
925115,500896,224,173,6,2025-05,Delhi,45
925116,500496,404,112,5,2024-04,Mumbai,287
925117,501735,287,147,10,2024-10,Pune,130
925118,503388,233,423,8,2025-03,Pune,-198
925119,501931,448,110,9,2025-08,Kolkata,329
925120,503427,101,394,8,2025-12,Delhi,-301
925121,503400,446,301,8,2024-02,Bangalore,137
925122,501968,517,353,6,2024-04,Delhi,158
925123,500162,424,92,3,2024-06,Hyderabad,329
925124,501908,137,173,1,2024-09,Hyderabad,-37
925125,500912,117,345,20,2024-05,Kolkata,-248
925126,503089,312,372,6,2025-08,Hyderabad,-66
925127,503258,535,54,6,2024-04,Pune,475
925128,503226,170,387,5,2025-04,Hyderabad,-222
925129,502729,358,391,20,2024-09,Mumbai,-53
925130,503073,491,437,18,2025-08,Delhi,36
925131,502219,535,243,10,2025-02,Pune,282
925132,501096,374,125,17,2025-01,Kolkata,232
925133,501151,261,268,8,2025-03,Mumbai,-15
925134,501425,330,260,6,2024-01,Delhi,64
925135,502133,284,325,15,2025-12,Mumbai,-56
925136,503281,302,224,7,2025-12,Delhi,71
925137,500460,406,70,2,2024-04,Delhi,334
925138,500698,413,119,9,2025-01,Hyderabad,285
925139,502754,394,275,24,2025-12,Delhi,95
925140,502435,490,173,6,2025-11,Pune,311
925141,502645,110,164,19,2025-02,Bangalore,-73
925142,503454,522,149,11,2024-01,Kolkata,362
925143,501197,290,51,6,2025-08,Chennai,233
925144,501208,495,248,21,2024-05,Bangalore,226
925145,502162,162,84,15,2025-10,Pune,63
925146,500826,406,446,5,2024-03,Hyderabad,-45
925147,502913,326,101,15,2024-04,Kolkata,210
925148,503491,204,417,21,2025-12,Pune,-234
925149,503169,552,211,2,2024-02,Mumbai,339
925150,500631,104,428,24,2025-05,Mumbai,-348
925151,502259,396,247,23,2024-11,Pune,126
925152,500549,442,301,15,2025-07,Bangalore,126
925153,500095,424,77,0,2025-12,Hyderabad,347
925154,503273,183,161,0,2025-08,Delhi,22
925155,502279,228,191,24,2025-07,Delhi,13
925156,502263,331,422,7,2024-07,Chennai,-98
925157,500150,250,172,10,2025-03,Mumbai,68
925158,503382,476,367,13,2024-08,Hyderabad,96
925159,502735,463,54,8,2025-01,Chennai,401
925160,500484,211,147,22,2024-06,Hyderabad,42
925161,501010,187,157,1,2025-07,Pune,29
925162,500326,178,165,11,2024-09,Delhi,2
925163,502712,243,201,11,2025-04,Hyderabad,31
925164,501685,172,90,12,2024-04,Chennai,70
925165,502404,121,215,19,2024-12,Bangalore,-113
925166,502274,559,179,10,2025-10,Chennai,370
925167,502855,246,267,22,2025-10,Hyderabad,-43
925168,500894,319,227,0,2024-01,Pune,92
925169,500518,226,308,20,2024-09,Bangalore,-102
925170,500625,297,434,19,2024-10,Kolkata,-156
925171,502478,187,57,19,2024-11,Mumbai,111
925172,503057,438,170,13,2025-07,Hyderabad,255
925173,502216,426,101,22,2024-07,Bangalore,303
925174,502189,328,424,14,2025-05,Hyderabad,-110
925175,500199,172,216,0,2025-02,Mumbai,-44
925176,502613,408,364,0,2024-05,Delhi,44
925177,501698,347,394,16,2024-05,Bangalore,-63
925178,501589,464,99,7,2024-09,Delhi,358
925179,500659,583,157,3,2025-04,Kolkata,423
925180,503426,228,284,12,2024-11,Hyderabad,-68
925181,502178,203,248,19,2025-07,Kolkata,-64
925182,501401,401,329,11,2025-05,Pune,61
925183,502285,130,314,24,2024-01,Pune,-208
925184,500404,233,260,15,2024-01,Bangalore,-42
925185,500952,238,183,7,2024-03,Kolkata,48
925186,500042,230,345,0,2025-05,Chennai,-115
925187,500044,206,204,21,2025-08,Pune,-19
925188,502906,523,81,23,2024-09,Mumbai,419
925189,503462,399,328,2,2025-07,Delhi,69
925190,500770,459,221,2,2024-11,Pune,236
925191,502930,397,190,11,2024-07,Kolkata,196
925192,500075,483,108,0,2024-06,Delhi,375
925193,502021,174,146,17,2025-05,Bangalore,11
925194,501983,375,123,3,2024-03,Mumbai,249
925195,502561,498,176,18,2024-07,Pune,304
925196,502448,272,361,5,2025-03,Delhi,-94
925197,503247,580,326,10,2024-10,Pune,244
925198,501009,306,260,18,2024-01,Delhi,28
925199,500526,251,372,5,2025-05,Delhi,-126
925200,502445,130,342,0,2025-07,Delhi,-212
925201,501051,509,122,16,2024-05,Chennai,371
925202,501000,194,75,19,2025-07,Hyderabad,100
925203,503187,385,232,11,2024-11,Kolkata,142
925204,501124,140,443,6,2025-08,Chennai,-309
925205,502842,270,447,12,2024-08,Pune,-189
925206,501572,101,312,8,2025-12,Hyderabad,-219
925207,501073,331,103,20,2025-10,Mumbai,208
925208,503003,513,341,2,2025-08,Hyderabad,170
925209,500784,569,99,21,2024-01,Delhi,449
925210,501618,425,83,9,2024-01,Bangalore,333
925211,501157,227,360,4,2025-01,Bangalore,-137
925212,500420,522,408,15,2025-02,Bangalore,99
925213,503168,384,356,14,2025-11,Bangalore,14
925214,501893,267,391,12,2024-01,Bangalore,-136
925215,501237,422,142,2,2025-02,Bangalore,278
925216,500386,440,390,20,2024-07,Chennai,30
925217,500126,531,351,22,2024-03,Kolkata,158
925218,503339,342,186,18,2024-08,Mumbai,138
925219,503484,107,223,9,2025-08,Hyderabad,-125
925220,503368,508,312,4,2024-10,Chennai,192
925221,502293,532,139,2,2024-01,Kolkata,391
925222,503446,213,97,19,2025-02,Hyderabad,97
925223,502908,263,332,10,2025-09,Bangalore,-79
925224,500543,361,422,19,2025-12,Kolkata,-80
925225,500820,519,408,8,2024-07,Mumbai,103
925226,502887,131,178,2,2025-05,Kolkata,-49
925227,502410,250,241,7,2025-10,Delhi,2
925228,500036,154,355,5,2024-03,Mumbai,-206
925229,502597,562,180,21,2024-12,Mumbai,361
925230,503383,376,252,4,2025-04,Hyderabad,120
925231,502116,304,322,11,2024-12,Chennai,-29
925232,501385,441,78,11,2025-04,Chennai,352
925233,501156,126,141,23,2025-10,Chennai,-38
925234,500425,115,388,12,2024-07,Hyderabad,-285
925235,501781,120,410,7,2024-09,Delhi,-297
925236,502179,532,323,16,2025-01,Kolkata,193
925237,500198,246,181,9,2024-05,Chennai,56
925238,500115,311,406,20,2024-12,Bangalore,-115
925239,502388,162,365,7,2025-01,Delhi,-210
925240,501825,544,199,1,2024-11,Pune,344
925241,503458,239,132,10,2024-12,Bangalore,97
925242,501863,307,124,3,2024-12,Pune,180
925243,501610,541,326,11,2025-08,Hyderabad,204
925244,500808,184,257,8,2024-06,Pune,-81
925245,500909,272,197,1,2024-11,Delhi,74
925246,503266,496,318,17,2024-07,Delhi,161
925247,500990,131,362,0,2024-08,Pune,-231
925248,500660,399,431,15,2024-05,Pune,-47
925249,501827,562,360,4,2025-07,Pune,198
925250,500282,473,177,0,2024-11,Pune,296
925251,502551,138,74,2,2024-08,Mumbai,62
925252,501683,594,278,24,2024-01,Bangalore,292
925253,500120,307,115,19,2024-04,Kolkata,173
925254,500458,272,322,13,2024-11,Chennai,-63
925255,500754,482,237,21,2025-05,Bangalore,224
925256,502100,294,189,7,2024-04,Hyderabad,98
925257,501247,464,117,10,2024-07,Hyderabad,337
925258,500258,354,247,12,2025-11,Mumbai,95
925259,500221,476,440,5,2024-10,Mumbai,31
925260,501424,453,53,17,2025-10,Bangalore,383
925261,503440,567,406,11,2025-11,Bangalore,150
925262,500361,523,159,18,2025-05,Delhi,346
925263,501712,466,52,14,2024-06,Pune,400
925264,501209,244,63,21,2025-09,Mumbai,160
925265,500139,487,263,23,2025-02,Bangalore,201
925266,502909,554,371,10,2024-12,Kolkata,173
925267,500510,307,324,0,2024-07,Kolkata,-17
925268,500268,133,268,21,2025-11,Bangalore,-156
925269,500370,284,247,7,2024-12,Bangalore,30
925270,501144,399,359,2,2024-08,Hyderabad,38
925271,501525,125,127,7,2024-04,Chennai,-9
925272,503479,462,308,7,2025-07,Bangalore,147
925273,502148,515,318,6,2024-08,Hyderabad,191
925274,503081,470,74,23,2024-12,Kolkata,373
925275,500869,255,162,23,2025-12,Chennai,70
925276,501324,141,117,5,2024-07,Kolkata,19
925277,503025,410,307,1,2025-04,Pune,102
925278,501719,590,335,14,2025-06,Hyderabad,241
925279,502922,263,262,24,2024-12,Delhi,-23
925280,502053,419,385,23,2025-11,Kolkata,11
925281,502470,520,83,20,2025-03,Kolkata,417
925282,501208,420,439,5,2024-03,Bangalore,-24
925283,500807,430,264,12,2024-02,Mumbai,154
925284,503085,248,323,7,2024-02,Delhi,-82
925285,502595,427,420,16,2024-05,Hyderabad,-9
925286,503062,219,214,1,2024-01,Chennai,4
925287,500070,316,186,1,2025-07,Hyderabad,129
925288,503236,400,194,10,2024-01,Delhi,196
925289,502325,513,63,14,2025-08,Hyderabad,436
925290,500907,493,322,18,2024-11,Bangalore,153
925291,502916,452,399,24,2024-02,Delhi,29
925292,500933,436,396,1,2025-09,Mumbai,39
925293,503044,581,248,22,2025-05,Kolkata,311
925294,502003,547,412,11,2025-11,Chennai,124
925295,500738,296,322,5,2024-01,Bangalore,-31
925296,502321,226,72,21,2024-09,Chennai,133
